,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,Marker1,Marker1,Marker1,Marker1,Marker2,Marker2,Marker2,Marker2,Marker3,Marker3,Marker3,Marker3,RigidBody 1:Marker1,RigidBody 1:Marker1,RigidBody 1:Marker1,RigidBody 1:Marker2,RigidBody 1:Marker2,RigidBody 1:Marker2,RigidBody 1:Marker3,RigidBody 1:Marker3,RigidBody 1:Marker3,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000
,,"8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E3573100000001","8392B20CF49E3573100000001","8392B20CF49E3573100000001","8392B20CF49E3573100000002","8392B20CF49E3573100000002","8392B20CF49E3573100000002","8392B20CF49E3573100000003","8392B20CF49E3573100000003","8392B20CF49E3573100000003","8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
32,0.266667,0.253854,-0.120009,-0.035884,-0.959098,-0.099841,0.053108,0.133014,0.000326,-0.299572,0.052813,0.000008,0.883644,0.000056,0.053332,-0.000123,0.933422,-0.000005,0.053180,0.399157,0.938712,-0.299877,0.052812,-0.000143,0.000237,0.053332,-0.000075,0.000103,0.053180,0.399251,-0.375608,0.030187,0.340829
33,0.275000,0.253797,-0.119954,-0.035978,-0.959116,-0.099831,0.053128,0.133035,0.000324,-0.299555,0.052813,0.000017,0.880400,0.000073,0.053390,-0.000096,0.933973,-0.000011,0.053180,0.399184,0.942508,-0.299877,0.052812,-0.000143,0.000262,0.053390,-0.000013,0.000103,0.053180,0.399251,-0.375608,0.030187,0.340829
34,0.283333,0.253643,-0.119862,-0.036243,-0.959158,-0.099860,0.053179,0.133095,0.000359,-0.299578,0.052813,0.000069,0.890123,0.000049,0.053544,-0.000032,0.920771,-0.000052,0.053180,0.399248,0.919582,-0.299877,0.052812,-0.000143,0.000184,0.053544,0.000170,0.000103,0.053180,0.399251,-0.375608,0.030187,0.340829
35,0.291667,0.253735,-0.120285,-0.035307,-0.959116,-0.099844,0.053257,0.133122,0.000198,-0.299607,0.053227,0.000164,0.931097,0.000020,0.053363,-0.000039,0.951672,0.000056,0.053180,0.399241,0.968845,-0.299806,0.053227,0.000099,0.000167,0.053363,0.000013,0.000103,0.053180,0.399251,-0.375507,0.029998,0.340649
36,0.300000,0.253841,-0.120003,-0.035906,-0.959101,-0.099861,0.053112,0.133042,0.000303,-0.299592,0.052813,0.000036,0.890950,0.000035,0.053344,-0.000095,0.941897,-0.000025,0.053180,0.399185,0.939881,-0.299877,0.052812,-0.000143,0.000178,0.053344,0.000008,0.000103,0.053180,0.399251,-0.375507,0.029998,0.340649
37,0.308333,0.253549,-0.119856,-0.036043,-0.959191,-0.099891,0.053078,0.133062,0.000310,-0.299594,0.052813,0.000013,0.897048,0.000033,0.053423,-0.000054,0.931253,-0.000112,0.052999,0.399226,0.939181,-0.299877,0.052812,-0.000143,0.000193,0.053423,0.000075,-0.000000,0.052999,0.399248,-0.375507,0.029998,0.340649
38,0.316667,0.253817,-0.119949,-0.035941,-0.959113,-0.099832,0.053121,0.133052,0.000342,-0.299552,0.052813,0.000029,0.880508,0.000076,0.053371,-0.000076,0.927446,-0.000020,0.053180,0.399204,0.935873,-0.299877,0.052812,-0.000143,0.000261,0.053371,0.000040,0.000103,0.053180,0.399251,-0.375507,0.029998,0.340649
39,0.325000,0.253756,-0.119953,-0.036053,-0.959124,-0.099877,0.053141,0.133073,0.000320,-0.299606,0.052813,0.000062,0.896418,0.000022,0.053430,-0.000062,0.935668,-0.000047,0.053180,0.399218,0.928184,-0.299877,0.052812,-0.000143,0.000134,0.053430,0.000101,0.000103,0.053180,0.399251,-0.375507,0.029998,0.340649
40,0.333333,0.253642,-0.120189,-0.035460,-0.959147,-0.099828,0.053289,0.133162,0.000255,-0.299577,0.053227,0.000182,0.924850,0.000051,0.053459,0.000011,0.930188,0.000043,0.053180,0.399291,0.953609,-0.299806,0.053227,0.000099,0.000217,0.053459,0.000135,0.000103,0.053180,0.399251,-0.375311,0.030236,0.340755
41,0.341667,0.253569,-0.120349,-0.035470,-0.959146,-0.099836,0.053255,0.133070,0.000187,-0.299627,0.053227,0.000154,0.940213,0.000001,0.053435,-0.000112,0.950491,0.000120,0.053104,0.399168,0.969203,-0.299806,0.053227,0.000099,0.000136,0.053435,-0.000043,0.000160,0.053104,0.399154,-0.375311,0.030236,0.340755
42,0.350000,0.253735,-0.119959,-0.036093,-0.959128,-0.099877,0.053148,0.133056,0.000303,-0.299609,0.052813,0.000052,0.896482,0.000018,0.053450,-0.000082,0.942087,-0.000038,0.053180,0.399198,0.934539,-0.299877,0.052812,-0.000143,0.000134,0.053450,0.000051,0.000103,0.053180,0.399251,-0.375311,0.030236,0.340755
43,0.358333,0.253758,-0.120062,-0.035916,-0.959115,-0.099822,0.053084,0.132999,0.000331,-0.299569,0.052813,0.000017,0.888744,0.000058,0.053335,-0.000150,0.925911,0.000046,0.053104,0.399130,0.936771,-0.299877,0.052812,-0.000143,0.000238,0.053335,-0.000021,0.000160,0.053104,0.399154,-0.375311,0.030236,0.340755
44,0.366667,0.253841,-0.120003,-0.035906,-0.959101,-0.099861,0.053112,0.133042,0.000303,-0.299592,0.052813,0.000036,0.890950,0.000035,0.053344,-0.000095,0.941897,-0.000025,0.053180,0.399185,0.939881,-0.299877,0.052812,-0.000143,0.000178,0.053344,0.000008,0.000103,0.053180,0.399251,-0.375179,0.029954,0.340746
45,0.375000,0.253762,-0.119953,-0.036042,-0.959123,-0.099851,0.053139,0.133045,0.000315,-0.299579,0.052813,0.000033,0.887574,0.000048,0.053424,-0.000089,0.937344,-0.000023,0.053180,0.399191,0.938704,-0.299877,0.052812,-0.000143,0.000205,0.053424,0.000017,0.000103,0.053180,0.399251,-0.375179,0.029954,0.340746
46,0.383333,0.253762,-0.119953,-0.036042,-0.959123,-0.099851,0.053139,0.133045,0.000315,-0.299579,0.052813,0.000033,0.887574,0.000048,0.053424,-0.000089,0.937344,-0.000023,0.053180,0.399191,0.938704,-0.299877,0.052812,-0.000143,0.000205,0.053424,0.000017,0.000103,0.053180,0.399251,-0.375179,0.029954,0.340746
47,0.391667,0.253820,-0.120007,-0.035946,-0.959105,-0.099860,0.053119,0.133025,0.000296,-0.299596,0.052813,0.000024,0.890924,0.000032,0.053365,-0.000115,0.944616,-0.000017,0.053180,0.399165,0.942627,-0.299877,0.052812,-0.000143,0.000178,0.053365,-0.000044,0.000103,0.053180,0.399251,-0.374940,0.030343,0.340620
48,0.400000,0.253822,-0.119997,-0.035940,-0.959105,-0.099865,0.053119,0.133044,0.000301,-0.299597,0.052813,0.000039,0.892369,0.000031,0.053363,-0.000094,0.942612,-0.000028,0.053180,0.399186,0.939177,-0.299877,0.052812,-0.000143,0.000167,0.053363,0.000013,0.000103,0.053180,0.399251,-0.374940,0.030343,0.340620
49,0.408333,0.253534,-0.120308,-0.035527,-0.959158,-0.099828,0.053268,0.133090,0.000214,-0.299613,0.053227,0.000164,0.937259,0.000015,0.053471,-0.000087,0.940109,0.000114,0.053104,0.399193,0.961775,-0.299806,0.053227,0.000099,0.000160,0.053471,0.000016,0.000160,0.053104,0.399154,-0.374759,0.030556,0.340735
50,0.416667,0.253801,-0.120002,-0.035980,-0.959109,-0.099864,0.053126,0.133026,0.000290,-0.299600,0.052813,0.000027,0.892350,0.000027,0.053384,-0.000114,0.946717,-0.000019,0.053180,0.399166,0.943301,-0.299877,0.052812,-0.000143,0.000167,0.053384,-0.000038,0.000103,0.053180,0.399251,-0.374759,0.030556,0.340735
51,0.425000,0.253540,-0.120272,-0.035508,-0.959162,-0.099830,0.053266,0.133137,0.000262,-0.299604,0.053227,0.000195,0.937467,0.000024,0.053466,-0.000032,0.922253,0.000091,0.053104,0.399248,0.943711,-0.299806,0.053227,0.000099,0.000158,0.053466,0.000161,0.000160,0.053104,0.399154,-0.374940,0.030343,0.340620
52,0.433333,0.253889,-0.120052,-0.035828,-0.959085,-0.099850,0.053096,0.132993,0.000338,-0.299588,0.052813,-0.000002,0.886591,0.000039,0.053296,-0.000150,0.928802,0.000000,0.053180,0.399130,0.931145,-0.299877,0.052812,-0.000143,0.000213,0.053296,-0.000136,0.000103,0.053180,0.399251,-0.374940,0.030343,0.340620
