,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,Marker1,Marker1,Marker1,Marker1,Marker2,Marker2,Marker2,Marker2,Marker3,Marker3,Marker3,Marker3,RigidBody 1:Marker1,RigidBody 1:Marker1,RigidBody 1:Marker1,RigidBody 1:Marker2,RigidBody 1:Marker2,RigidBody 1:Marker2,RigidBody 1:Marker3,RigidBody 1:Marker3,RigidBody 1:Marker3,Unlabeled:5003,Unlabeled:5003,Unlabeled:5003
,,"8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E3573100000001","8392B20CF49E3573100000001","8392B20CF49E3573100000001","8392B20CF49E3573100000002","8392B20CF49E3573100000002","8392B20CF49E3573100000002","8392B20CF49E3573100000003","8392B20CF49E3573100000003","8392B20CF49E3573100000003","8392B20CF49E3570138B","8392B20CF49E3570138B","8392B20CF49E3570138B"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
35,0.291667,0.253054,-0.121198,-0.033011,-0.959263,-0.099519,0.053780,0.133600,0.000915,-0.299360,0.054860,0.000763,0.674510,0.000265,0.053485,0.000379,0.875885,0.000538,0.052996,0.399659,0.763288,-0.298612,0.054855,0.001577,0.000158,0.053486,0.000110,-0.000000,0.052999,0.399248,-0.347354,0.030357,0.185154
36,0.300000,0.253478,-0.121415,-0.032645,-0.959136,-0.099465,0.053770,0.133531,0.000846,-0.299336,0.054859,0.000739,0.689486,0.000288,0.053275,0.000287,0.893833,0.000654,0.053177,0.399567,0.782108,-0.298612,0.054855,0.001577,0.000212,0.053275,-0.000083,0.000103,0.053180,0.399251,-0.347354,0.030357,0.185154
37,0.308333,0.253389,-0.121372,-0.032802,-0.959160,-0.099480,0.053800,0.133544,0.000844,-0.299351,0.054859,0.000751,0.685168,0.000273,0.053365,0.000300,0.894448,0.000638,0.053177,0.399580,0.787040,-0.298612,0.054855,0.001577,0.000178,0.053365,-0.000044,0.000103,0.053180,0.399251,-0.347354,0.030357,0.185154
38,0.316667,0.253335,-0.121324,-0.032892,-0.959177,-0.099474,0.053819,0.133569,0.000852,-0.299338,0.054859,0.000768,0.686643,0.000286,0.053419,0.000330,0.891449,0.000632,0.053177,0.399610,0.782566,-0.298612,0.054855,0.001577,0.000191,0.053420,0.000022,0.000103,0.053180,0.399251,-0.347354,0.030357,0.185154
39,0.325000,0.253117,-0.121222,-0.032899,-0.959247,-0.099506,0.053759,0.133587,0.000891,-0.299344,0.054860,0.000746,0.679003,0.000280,0.053422,0.000367,0.884740,0.000548,0.052996,0.399647,0.767650,-0.298612,0.054855,0.001577,0.000193,0.053423,0.000075,-0.000000,0.052999,0.399248,-0.347354,0.030357,0.185154
40,0.333333,0.253385,-0.121481,-0.032674,-0.959151,-0.099446,0.053745,0.133499,0.000856,-0.299336,0.054860,0.000736,0.684189,0.000287,0.053275,0.000241,0.895316,0.000710,0.053101,0.399521,0.778293,-0.298612,0.054855,0.001577,0.000212,0.053275,-0.000083,0.000160,0.053104,0.399154,-0.347354,0.030357,0.185154
41,0.341667,0.253174,-0.121284,-0.032806,-0.959227,-0.099515,0.053740,0.133539,0.000865,-0.299363,0.054860,0.000713,0.677245,0.000261,0.053364,0.000312,0.894809,0.000558,0.052996,0.399591,0.779478,-0.298612,0.054855,0.001577,0.000178,0.053365,-0.000044,-0.000000,0.052999,0.399248,-0.347354,0.030357,0.185154
42,0.350000,0.253170,-0.121393,-0.032679,-0.959219,-0.099481,0.053685,0.133495,0.000878,-0.299348,0.054860,0.000698,0.676265,0.000275,0.053275,0.000253,0.894954,0.000631,0.052920,0.399533,0.770008,-0.298612,0.054855,0.001577,0.000212,0.053275,-0.000083,0.000057,0.052924,0.399151,-0.347354,0.030357,0.185154
43,0.358333,0.253228,-0.121279,-0.032706,-0.959217,-0.099491,0.053722,0.133547,0.000845,-0.299331,0.054860,0.000709,0.684442,0.000293,0.053311,0.000327,0.902297,0.000565,0.052996,0.399606,0.779768,-0.298612,0.054855,0.001577,0.000236,0.053312,-0.000022,-0.000000,0.052999,0.399248,-0.347354,0.030357,0.185154
44,0.366667,0.253139,-0.121242,-0.032863,-0.959240,-0.099504,0.053752,0.133563,0.000869,-0.299345,0.054860,0.000726,0.680169,0.000279,0.053400,0.000341,0.893244,0.000555,0.052996,0.399621,0.774989,-0.298612,0.054855,0.001577,0.000202,0.053401,0.000016,-0.000000,0.052999,0.399248,-0.347354,0.030357,0.185154
