,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,Marker1,Marker1,Marker1,Marker1,Marker2,Marker2,Marker2,Marker2,Marker3,Marker3,Marker3,Marker3,RigidBody 1:Marker1,RigidBody 1:Marker1,RigidBody 1:Marker1,RigidBody 1:Marker2,RigidBody 1:Marker2,RigidBody 1:Marker2,RigidBody 1:Marker3,RigidBody 1:Marker3,RigidBody 1:Marker3,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000,Unlabeled:5149,Unlabeled:5149,Unlabeled:5149,Unlabeled:5150,Unlabeled:5150,Unlabeled:5150
,,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E3573100000001,8392B20CF49E3573100000001,8392B20CF49E3573100000001,8392B20CF49E3573100000002,8392B20CF49E3573100000002,8392B20CF49E3573100000002,8392B20CF49E3573100000003,8392B20CF49E3573100000003,8392B20CF49E3573100000003,8392B20CF49E35701412,8392B20CF49E35701412,8392B20CF49E35701412,8392B20CF49E3570141D,8392B20CF49E3570141D,8392B20CF49E3570141D,8392B20CF49E3570141E,8392B20CF49E3570141E,8392B20CF49E3570141E
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
236,1.966667,0.111298,-0.54277,-0.070671,-0.829469,-0.099855,0.052885,0.133699,0.000158,-0.00016,0.052945,0.000268,0.965113,-0.299129,0.052815,0.000533,0.964912,-0.000276,0.052896,0.400294,0.951772,-0.000165,0.052945,0.000429,-0.299221,0.052815,0.000404,-0.000177,0.052896,0.400263,-0.495698,0.040205,0.272915,,,,,,
237,1.975,0.111307,-0.542766,-0.070672,-0.82947,-0.099856,0.052885,0.133697,0.000159,-0.00016,0.052944,0.000267,0.966089,-0.299128,0.052811,0.00053,0.963336,-0.000279,0.0529,0.400293,0.951173,-0.000167,0.052944,0.000426,-0.299223,0.052811,0.000395,-0.000176,0.0529,0.400268,-0.495614,0.040131,0.27202,,,,,,
238,1.983333,0.111293,-0.542774,-0.07065,-0.829469,-0.099861,0.052884,0.1337,0.000159,-0.000167,0.052937,0.000269,0.965549,-0.299136,0.05282,0.000536,0.96303,-0.000282,0.052894,0.400296,0.951877,-0.00017,0.052937,0.000426,-0.299232,0.05282,0.000405,-0.000181,0.052894,0.40027,-0.495486,0.040096,0.27107,,,,,,
239,1.991667,0.111303,-0.542774,-0.070651,-0.829467,-0.09986,0.052889,0.133703,0.000157,-0.000165,0.052942,0.000272,0.966614,-0.299134,0.052821,0.000539,0.962568,-0.00028,0.052905,0.400298,0.952771,-0.000167,0.052942,0.000423,-0.29923,0.052821,0.000408,-0.00018,0.052905,0.400277,-0.495365,0.040015,0.270187,,,,,,
240,2,0.111297,-0.54278,-0.070648,-0.829465,-0.099858,0.052884,0.1337,0.000157,-0.000166,0.052936,0.000268,0.966308,-0.299134,0.052819,0.000539,0.963362,-0.000275,0.052897,0.400294,0.952499,-0.000169,0.052936,0.000422,-0.299229,0.052819,0.000408,-0.000176,0.052897,0.40027,-0.495326,0.039913,0.269241,,,,,,
241,2.008333,0.111305,-0.542774,-0.07065,-0.829468,-0.09986,0.052885,0.133697,0.000154,-0.000165,0.052937,0.000266,0.968089,-0.299134,0.052816,0.000532,0.963369,-0.000281,0.052902,0.400292,0.95308,-0.000172,0.052937,0.000416,-0.299227,0.052816,0.0004,-0.00018,0.052902,0.400274,-0.495256,0.039836,0.268389,,,,,,
242,2.016667,0.111305,-0.542777,-0.070648,-0.829466,-0.099863,0.052882,0.133698,0.000155,-0.00017,0.052933,0.000267,0.967691,-0.299138,0.052813,0.000535,0.963224,-0.000282,0.052899,0.400293,0.953192,-0.000174,0.052933,0.000417,-0.299232,0.052813,0.000404,-0.000182,0.052899,0.400274,-0.495182,0.039738,0.267382,,,,,,
243,2.025,0.1113,-0.542776,-0.070638,-0.829468,-0.099862,0.052883,0.133699,0.000152,-0.000168,0.052932,0.000267,0.968782,-0.299136,0.052818,0.000534,0.963056,-0.000282,0.052898,0.400294,0.953833,-0.000173,0.052932,0.000413,-0.29923,0.052818,0.000404,-0.000183,0.052898,0.400278,-0.495078,0.039701,0.26654,,,,,,
244,2.033333,0.111301,-0.542778,-0.070625,-0.829468,-0.09986,0.052883,0.133701,0.000146,-0.000166,0.052928,0.000269,0.970049,-0.299135,0.052821,0.000537,0.965232,-0.000281,0.052901,0.400296,0.955203,-0.000174,0.052928,0.000412,-0.299222,0.052821,0.00041,-0.000184,0.052901,0.400279,-0.494965,0.039571,0.265542,,,,,,
245,2.041667,0.1113,-0.542786,-0.070624,-0.829463,-0.099861,0.052885,0.133698,0.00015,-0.000169,0.052929,0.000265,0.969367,-0.299137,0.052823,0.000537,0.962885,-0.000276,0.052903,0.400291,0.954939,-0.000172,0.052929,0.000405,-0.299231,0.052823,0.000409,-0.000179,0.052903,0.400277,-0.494954,0.039554,0.26471,,,,,,
246,2.05,0.111301,-0.542786,-0.070632,-0.829462,-0.099861,0.052879,0.133693,0.000149,-0.000169,0.052925,0.00026,0.969929,-0.299138,0.052815,0.000533,0.963101,-0.000276,0.052896,0.400286,0.954846,-0.000175,0.052925,0.0004,-0.29923,0.052814,0.000404,-0.000177,0.052896,0.400274,-0.494909,0.039463,0.263768,,,,,,
247,2.058333,0.111302,-0.542794,-0.07062,-0.829457,-0.099863,0.052881,0.133698,0.000144,-0.000173,0.052923,0.000263,0.971315,-0.299142,0.052818,0.000541,0.963906,-0.000273,0.052901,0.40029,0.956582,-0.000178,0.052923,0.000397,-0.299232,0.052818,0.000416,-0.000178,0.052901,0.40028,-0.494831,0.039391,0.262825,,,,,,
248,2.066667,0.111304,-0.542792,-0.070608,-0.82946,-0.099862,0.05288,0.133699,0.000139,-0.000171,0.052918,0.000265,0.972601,-0.29914,0.052819,0.000541,0.9654,-0.000275,0.052902,0.400292,0.957468,-0.000179,0.052918,0.000397,-0.299226,0.052819,0.000417,-0.000181,0.052902,0.400282,-0.494753,0.039376,0.261952,,,,,,
249,2.075,0.111299,-0.542794,-0.070613,-0.829458,-0.099861,0.052885,0.133696,0.000142,-0.000172,0.052925,0.000261,0.971986,-0.29914,0.052825,0.000538,0.964021,-0.000273,0.052904,0.400287,0.957293,-0.000176,0.052925,0.000392,-0.29923,0.052825,0.000414,-0.000178,0.052904,0.400279,-0.494672,0.039335,0.260938,,,,,,
250,2.083333,0.1113,-0.542797,-0.070613,-0.829456,-0.099859,0.052878,0.13369,0.00014,-0.00017,0.052918,0.000255,0.972943,-0.299139,0.052818,0.000535,0.964416,-0.000268,0.052898,0.400281,0.957625,-0.000177,0.052918,0.000384,-0.299226,0.052818,0.00041,-0.000174,0.052898,0.400275,-0.494472,0.039323,0.260003,,,,,,
251,2.091667,0.111301,-0.542798,-0.070609,-0.829456,-0.099861,0.05288,0.13369,0.000139,-0.000172,0.052919,0.000255,0.973137,-0.299141,0.05282,0.000535,0.96461,-0.000269,0.052901,0.400281,0.958251,-0.000177,0.052919,0.000382,-0.299228,0.05282,0.000412,-0.000177,0.052901,0.400275,-0.494383,0.039226,0.258995,,,,,,
252,2.1,0.111303,-0.5428,-0.070614,-0.829454,-0.09986,0.052878,0.13369,0.00014,-0.000172,0.052918,0.000254,0.973044,-0.299141,0.052817,0.000536,0.964438,-0.000267,0.0529,0.400281,0.957666,-0.000179,0.052918,0.000383,-0.299228,0.052817,0.000412,-0.000173,0.0529,0.400275,-0.494262,0.039154,0.257951,,,,,,
253,2.108333,0.111303,-0.542803,-0.070592,-0.829453,-0.099859,0.052877,0.133689,0.000133,-0.000171,0.052911,0.000253,0.975659,-0.29914,0.05282,0.000535,0.964997,-0.000265,0.052902,0.40028,0.959588,-0.000179,0.052911,0.000373,-0.299224,0.05282,0.000413,-0.000173,0.052902,0.400281,-0.49408,0.039169,0.256938,,,,,,
254,2.116667,0.1113,-0.542807,-0.070601,-0.829451,-0.099862,0.052882,0.133686,0.000135,-0.000176,0.052918,0.000248,0.974884,-0.299144,0.052824,0.000533,0.96433,-0.000266,0.052904,0.400275,0.959324,-0.000181,0.052918,0.000369,-0.299231,0.052824,0.000411,-0.000174,0.052904,0.400275,-0.493983,0.039041,0.255873,,,,,,
255,2.125,0.111303,-0.542809,-0.070592,-0.82945,-0.099861,0.052877,0.133683,0.000129,-0.000175,0.05291,0.000246,0.976553,-0.299144,0.05282,0.000532,0.965698,-0.000264,0.052902,0.400272,0.961361,-0.000181,0.05291,0.000359,-0.299226,0.05282,0.000415,-0.000176,0.052902,0.400275,-0.493826,0.038894,0.254768,,,,,,
256,2.133333,0.111295,-0.542809,-0.070596,-0.82945,-0.099859,0.052874,0.133677,0.000133,-0.000174,0.052909,0.000239,0.975663,-0.299142,0.052819,0.000526,0.965012,-0.000262,0.052894,0.400266,0.959592,-0.000182,0.052909,0.000359,-0.299226,0.052819,0.000403,-0.00017,0.052894,0.400266,-0.49371,0.03884,0.253802,,,,,,
257,2.141667,0.111291,-0.542821,-0.070573,-0.829445,-0.099862,0.052875,0.133684,0.000124,-0.00018,0.052902,0.000244,0.977235,-0.299148,0.052826,0.000537,0.967046,-0.00026,0.052896,0.400271,0.962468,-0.000186,0.052902,0.000355,-0.299227,0.052826,0.000424,-0.000174,0.052896,0.400272,-0.493636,0.038736,0.252805,,,,,,
258,2.15,0.111304,-0.542811,-0.070583,-0.829449,-0.099862,0.052876,0.13368,0.000127,-0.000176,0.052906,0.000243,0.977902,-0.299145,0.05282,0.000529,0.965463,-0.000265,0.052902,0.400269,0.961268,-0.000185,0.052906,0.000355,-0.299226,0.05282,0.000409,-0.000174,0.052903,0.400276,-0.49356,0.038736,0.251837,,,,,,
259,2.158333,0.111308,-0.542813,-0.07059,-0.829446,-0.09986,0.052873,0.133676,0.000125,-0.000176,0.052905,0.000238,0.978952,-0.299144,0.052814,0.000526,0.965575,-0.000261,0.052901,0.400264,0.961536,-0.000187,0.052905,0.000348,-0.299224,0.052814,0.000405,-0.000169,0.052901,0.400274,-0.493547,0.038659,0.250864,,,,,,
260,2.166667,0.111298,-0.542819,-0.070586,-0.829444,-0.099864,0.052875,0.133677,0.000127,-0.000181,0.052906,0.000238,0.977734,-0.299149,0.052821,0.00053,0.96582,-0.000261,0.052898,0.400264,0.961369,-0.00019,0.052906,0.00035,-0.29923,0.052821,0.000411,-0.000171,0.052898,0.400269,-0.493508,0.038568,0.249843,,,,,,
261,2.175,0.111309,-0.542816,-0.070577,-0.829446,-0.099865,0.052873,0.133682,0.00012,-0.000181,0.0529,0.000243,0.980111,-0.299149,0.052816,0.000532,0.966133,-0.000265,0.052904,0.400269,0.963425,-0.00019,0.0529,0.000346,-0.299227,0.052816,0.000416,-0.000178,0.052904,0.400281,-0.49342,0.038574,0.248951,,,,,,
262,2.183333,0.111304,-0.542821,-0.070568,-0.829444,-0.099868,0.052876,0.133684,0.000123,-0.000185,0.052901,0.000244,0.979407,-0.299153,0.052823,0.000536,0.965694,-0.000266,0.052904,0.400271,0.963004,-0.000193,0.052901,0.000349,-0.299233,0.052823,0.00042,-0.000178,0.052904,0.400282,-0.49333,0.038558,0.247987,,,,,,
263,2.191667,0.111312,-0.542819,-0.070573,-0.829443,-0.099865,0.052874,0.133679,0.000121,-0.000182,0.052899,0.00024,0.980424,-0.29915,0.052816,0.000532,0.965619,-0.000264,0.052907,0.400267,0.963321,-0.000191,0.052899,0.000342,-0.299229,0.052816,0.000414,-0.000175,0.052907,0.400281,-0.493302,0.038506,0.247001,,,,,,
264,2.2,0.111306,-0.542825,-0.070558,-0.829442,-0.099869,0.052874,0.133679,0.00012,-0.000187,0.052895,0.000239,0.981321,-0.299155,0.052822,0.000533,0.964397,-0.000265,0.052906,0.400266,0.963958,-0.000195,0.052895,0.000336,-0.299236,0.052822,0.000415,-0.000176,0.052906,0.400286,-0.493184,0.038419,0.245994,,,,,,
265,2.208333,0.111306,-0.542827,-0.070557,-0.82944,-0.099869,0.052871,0.133679,0.000115,-0.000188,0.052891,0.000239,0.982376,-0.299156,0.052819,0.000534,0.966163,-0.000264,0.052902,0.400265,0.965057,-0.000198,0.052891,0.000333,-0.299232,0.052818,0.000419,-0.000178,0.052902,0.400284,-0.493083,0.038413,0.244935,,,,,,
266,2.216667,0.111302,-0.542834,-0.070547,-0.829437,-0.099869,0.052869,0.133681,0.000116,-0.000189,0.052887,0.000239,0.98147,-0.299158,0.052821,0.000539,0.966271,-0.00026,0.0529,0.400266,0.965191,-0.000196,0.052887,0.000334,-0.299235,0.052821,0.000426,-0.000176,0.0529,0.400282,-0.492967,0.038362,0.244009,,,,,,
267,2.225,0.111314,-0.542825,-0.070558,-0.82944,-0.099866,0.052869,0.133675,0.000114,-0.000184,0.052889,0.000235,0.983121,-0.299153,0.052813,0.000529,0.966864,-0.000262,0.052905,0.400261,0.964736,-0.000199,0.052889,0.00033,-0.299226,0.052813,0.000412,-0.000174,0.052905,0.400281,-0.492872,0.038282,0.242988,,,,,,
268,2.233333,0.111307,-0.542834,-0.070546,-0.829437,-0.099865,0.052872,0.133672,0.000114,-0.000185,0.052889,0.000231,0.983098,-0.299154,0.052822,0.000529,0.965616,-0.000257,0.052906,0.400257,0.96585,-0.000193,0.052889,0.00032,-0.299231,0.052822,0.000416,-0.000171,0.052906,0.40028,-0.49271,0.038217,0.241947,,,,,,
269,2.241667,0.111305,-0.542834,-0.070549,-0.829437,-0.099866,0.052868,0.13367,0.000112,-0.000186,0.052886,0.000228,0.983326,-0.299155,0.052818,0.000527,0.966759,-0.000257,0.052901,0.400254,0.965835,-0.000197,0.052886,0.000319,-0.299229,0.052818,0.000414,-0.000172,0.052901,0.400275,-0.49264,0.03819,0.24097,,,,,,
270,2.25,0.11149,-0.542897,-0.070852,-0.829345,-0.099924,0.052796,0.133691,0.000188,-0.000277,0.052883,0.000225,0.961082,-0.299246,0.052605,0.000598,0.937907,-0.00025,0.052901,0.400251,0.960113,-0.000197,0.052883,0.000312,-0.29941,0.052604,0.000487,-0.000169,0.052901,0.400272,-0.492575,0.038187,0.239991,,,,,,
271,2.258333,0.111489,-0.5429,-0.070848,-0.829343,-0.099928,0.052793,0.133693,0.000188,-0.000282,0.052878,0.000226,0.96132,-0.29925,0.052603,0.0006,0.937583,-0.000252,0.052897,0.400252,0.959834,-0.000203,0.052878,0.000313,-0.299415,0.052602,0.000488,-0.00017,0.052897,0.400274,-0.492457,0.038098,0.238975,,,,,,
272,2.266667,0.111484,-0.542915,-0.070843,-0.829335,-0.099928,0.052798,0.133699,0.00018,-0.000286,0.052882,0.000229,0.961641,-0.299255,0.052611,0.000614,0.940116,-0.000243,0.052902,0.400255,0.962874,-0.000203,0.052882,0.000309,-0.299415,0.052611,0.000513,-0.00017,0.052902,0.400273,-0.492425,0.037971,0.237978,,,,,,
273,2.275,0.111501,-0.542911,-0.070861,-0.829333,-0.099929,0.052796,0.133693,0.000182,-0.000287,0.052884,0.000223,0.961514,-0.299256,0.052598,0.000606,0.939308,-0.000246,0.052907,0.400249,0.962304,-0.000204,0.052884,0.000304,-0.299418,0.052598,0.000504,-0.000171,0.052907,0.400268,-0.492333,0.037915,0.236995,,,,,,
274,2.283333,0.1115,-0.542914,-0.070847,-0.829332,-0.099931,0.052791,0.133693,0.000178,-0.000289,0.052874,0.000223,0.963027,-0.299258,0.052596,0.000608,0.939792,-0.000246,0.052902,0.400249,0.964003,-0.000205,0.052875,0.000297,-0.299418,0.052596,0.000509,-0.000174,0.052902,0.400272,-0.492221,0.03789,0.23599,,,,,,
275,2.291667,0.111498,-0.542921,-0.070841,-0.829329,-0.099933,0.052793,0.133698,0.000175,-0.000293,0.052874,0.000226,0.96309,-0.299261,0.0526,0.000615,0.940563,-0.000244,0.052905,0.400253,0.96512,-0.000206,0.052875,0.000297,-0.29942,0.0526,0.000521,-0.000175,0.052905,0.400274,-0.492181,0.037843,0.23507,,,,,,
276,2.3,0.111485,-0.542926,-0.070849,-0.829327,-0.099931,0.052793,0.133697,0.000173,-0.000293,0.052878,0.000224,0.962792,-0.299261,0.052604,0.000618,0.942616,-0.000238,0.052897,0.40025,0.96502,-0.000209,0.052878,0.000299,-0.299416,0.052604,0.000525,-0.00017,0.052897,0.400266,-0.49206,0.037763,0.234092,,,,,,
277,2.308333,0.111475,-0.542949,-0.070817,-0.829316,-0.099932,0.052798,0.133703,0.000162,-0.0003,0.052873,0.000225,0.964193,-0.299268,0.052619,0.000632,0.945559,-0.000228,0.052902,0.400252,0.968797,-0.000213,0.052873,0.00029,-0.299417,0.052619,0.000552,-0.000169,0.052902,0.400266,-0.491967,0.037705,0.233002,,,,,,
278,2.316667,0.111475,-0.542947,-0.07081,-0.829318,-0.099929,0.052799,0.133704,0.000158,-0.000296,0.052872,0.000227,0.964539,-0.299265,0.052621,0.000631,0.947213,-0.000227,0.052903,0.400254,0.969866,-0.000209,0.052872,0.00029,-0.29941,0.052621,0.000556,-0.000172,0.052903,0.400265,-0.491924,0.037687,0.232084,,,,,,
279,2.325,0.111476,-0.542939,-0.070812,-0.829322,-0.099933,0.052794,0.133701,0.000161,-0.000298,0.052868,0.000226,0.965206,-0.299266,0.052616,0.000625,0.945462,-0.000235,0.052898,0.400252,0.968819,-0.000213,0.052868,0.000289,-0.299414,0.052616,0.000544,-0.000175,0.052898,0.40027,-0.491791,0.037611,0.231084,,,,,,
280,2.333333,0.111472,-0.542943,-0.070814,-0.82932,-0.099931,0.052794,0.133703,0.000158,-0.000297,0.052869,0.000226,0.965623,-0.299266,0.052618,0.000629,0.946635,-0.000231,0.052896,0.400253,0.969605,-0.000213,0.052869,0.000288,-0.299411,0.052618,0.00055,-0.000173,0.052896,0.400269,-0.491655,0.03752,0.230103,,,,,,
281,2.341667,0.111473,-0.542945,-0.070807,-0.82932,-0.099931,0.052794,0.133699,0.000153,-0.000297,0.052867,0.000223,0.96721,-0.299265,0.052618,0.000625,0.94754,-0.00023,0.052898,0.400249,0.970652,-0.000215,0.052867,0.00028,-0.299407,0.052618,0.000548,-0.000173,0.052898,0.400268,-0.491637,0.037478,0.229173,,,,,,
282,2.35,0.111469,-0.542951,-0.070778,-0.829319,-0.099931,0.0528,0.133703,0.000151,-0.000298,0.052864,0.000226,0.967475,-0.299267,0.052632,0.00063,0.948036,-0.000229,0.052905,0.400252,0.971516,-0.000215,0.052864,0.00028,-0.299408,0.052631,0.000555,-0.000175,0.052905,0.40027,-0.491523,0.03745,0.228224,,,,,,
283,2.358333,0.111476,-0.542942,-0.07079,-0.829322,-0.09993,0.052798,0.133702,0.000146,-0.000295,0.052865,0.000226,0.969497,-0.299263,0.052624,0.000626,0.948934,-0.000233,0.052905,0.400253,0.972135,-0.000217,0.052865,0.000278,-0.2994,0.052624,0.00055,-0.000177,0.052905,0.400275,-0.491463,0.037414,0.227349,,,,,,
284,2.366667,0.111473,-0.542942,-0.070771,-0.829324,-0.099929,0.052796,0.133698,0.000141,-0.000293,0.052858,0.000223,0.971643,-0.299261,0.052627,0.000621,0.949791,-0.000233,0.052904,0.400249,0.972679,-0.00022,0.052858,0.000272,-0.299394,0.052627,0.000543,-0.000176,0.052904,0.400276,-0.491496,0.03734,0.226502,,,,,,
285,2.375,0.111467,-0.542942,-0.070764,-0.829326,-0.099928,0.052801,0.133696,0.00014,-0.000292,0.052861,0.000222,0.972299,-0.29926,0.052636,0.000619,0.95026,-0.000232,0.052906,0.400248,0.972343,-0.000223,0.052861,0.000272,-0.29939,0.052636,0.000539,-0.000174,0.052906,0.400276,-0.491492,0.03732,0.225653,,,,,,
286,2.383333,0.111449,-0.542949,-0.070744,-0.829326,-0.099923,0.052808,0.133698,0.000132,-0.000288,0.052864,0.000223,0.972954,-0.299256,0.052655,0.000623,0.953378,-0.000225,0.052906,0.400249,0.9745,-0.000219,0.052864,0.00027,-0.29938,0.052655,0.000552,-0.000173,0.052906,0.400272,-0.491499,0.037325,0.224918,,,,,,
287,2.391667,0.11144,-0.542949,-0.070724,-0.829328,-0.099921,0.052812,0.133695,0.000124,-0.000285,0.052862,0.00022,0.975663,-0.299254,0.052667,0.000618,0.955073,-0.000224,0.052906,0.400246,0.976117,-0.000221,0.052862,0.00026,-0.299371,0.052667,0.000549,-0.000174,0.052907,0.400274,-0.491486,0.037263,0.224077,,,,,,
288,2.4,0.111443,-0.542934,-0.070729,-0.829338,-0.099918,0.05281,0.133687,0.000129,-0.000277,0.052863,0.000216,0.976125,-0.299246,0.052663,0.000603,0.953657,-0.000231,0.052905,0.400242,0.973793,-0.00022,0.052863,0.000262,-0.299364,0.052663,0.000524,-0.000172,0.052905,0.400273,-0.491381,0.037236,0.223239,,,,,,
289,2.408333,0.111431,-0.542929,-0.070726,-0.829343,-0.099917,0.052808,0.133677,0.000135,-0.000275,0.052861,0.000207,0.975309,-0.299244,0.052667,0.000591,0.952253,-0.000234,0.052896,0.400234,0.971535,-0.00022,0.052861,0.000261,-0.299365,0.052666,0.000504,-0.00017,0.052896,0.400266,-0.49138,0.037221,0.222409,,,,,,
290,2.416667,0.111438,-0.542929,-0.070709,-0.829343,-0.099916,0.052814,0.133678,0.000128,-0.000273,0.052861,0.000208,0.978226,-0.299241,0.052673,0.00059,0.9533,-0.000233,0.052908,0.400234,0.972675,-0.000224,0.052861,0.000256,-0.299357,0.052673,0.000502,-0.000169,0.052908,0.400273,-0.491311,0.037115,0.221592,,,,,,
291,2.425,0.111426,-0.542929,-0.070697,-0.829346,-0.099914,0.052815,0.133672,0.000124,-0.000271,0.05286,0.000203,0.978751,-0.299239,0.052681,0.000584,0.954697,-0.000233,0.052904,0.400229,0.973785,-0.000222,0.05286,0.000248,-0.299352,0.052681,0.0005,-0.000171,0.052904,0.400266,-0.491258,0.037079,0.220766,,,,,,
292,2.433333,0.111417,-0.542927,-0.070695,-0.829349,-0.099911,0.052813,0.133669,0.000122,-0.000267,0.052859,0.000201,0.978926,-0.299235,0.052684,0.00058,0.955967,-0.000232,0.052897,0.400227,0.97336,-0.000222,0.052859,0.00025,-0.299345,0.052684,0.000495,-0.000169,0.052897,0.400261,-0.491187,0.037037,0.219938,,,,,,
293,2.441667,0.111423,-0.542924,-0.070685,-0.82935,-0.099913,0.052818,0.133673,0.000122,-0.000267,0.05286,0.000205,0.97944,-0.299236,0.052689,0.000582,0.955934,-0.000235,0.052907,0.400231,0.972939,-0.000225,0.05286,0.000255,-0.299344,0.052689,0.000494,-0.000171,0.052907,0.400267,-0.491104,0.037038,0.219099,,,,,,
294,2.45,0.111418,-0.542923,-0.070677,-0.829353,-0.099912,0.052817,0.133672,0.000119,-0.000266,0.052856,0.000205,0.980409,-0.299234,0.05269,0.000579,0.956764,-0.000236,0.052903,0.400231,0.973606,-0.000226,0.052856,0.000252,-0.29934,0.05269,0.000493,-0.000173,0.052903,0.400268,-0.491024,0.036987,0.218285,,,,,,
295,2.458333,0.111401,-0.542932,-0.070666,-0.82935,-0.099911,0.052818,0.133666,0.000117,-0.000267,0.052856,0.000197,0.980439,-0.299236,0.052702,0.000577,0.958128,-0.000231,0.052897,0.400224,0.973696,-0.000229,0.052856,0.000247,-0.299338,0.052701,0.000492,-0.000168,0.052897,0.400257,-0.491051,0.03697,0.217469,,,,,,
296,2.466667,0.111397,-0.542918,-0.070659,-0.82936,-0.099907,0.052822,0.133661,0.000116,-0.000258,0.052859,0.000196,0.981929,-0.299227,0.052708,0.000566,0.958321,-0.000236,0.052898,0.400222,0.972764,-0.000228,0.052859,0.000248,-0.299326,0.052708,0.000474,-0.000168,0.052898,0.40026,-0.490941,0.036838,0.21665,,,,,,
297,2.475,0.111393,-0.542921,-0.070628,-0.829361,-0.099912,0.052823,0.133665,0.00011,-0.000263,0.052851,0.0002,0.983303,-0.299232,0.052718,0.000569,0.959901,-0.000241,0.052901,0.400226,0.974512,-0.000234,0.052851,0.000246,-0.299327,0.052718,0.000482,-0.000177,0.052901,0.400264,-0.490857,0.036756,0.21564,,,,,,
298,2.483333,0.11138,-0.542925,-0.070611,-0.829362,-0.099907,0.052824,0.133672,0.000101,-0.000259,0.052848,0.000206,0.984685,-0.299227,0.052727,0.000576,0.963295,-0.000235,0.052898,0.400233,0.975972,-0.000233,0.052848,0.000252,-0.299314,0.052727,0.000494,-0.000175,0.052898,0.400268,-0.490843,0.036774,0.214972,,,,,,
299,2.491667,0.111365,-0.542918,-0.070593,-0.82937,-0.099902,0.052832,0.133666,0.000096,-0.000251,0.052853,0.000203,0.987222,-0.29922,0.052746,0.000567,0.964766,-0.000237,0.052899,0.40023,0.976188,-0.000235,0.052853,0.000248,-0.2993,0.052746,0.000482,-0.000174,0.052899,0.400268,-0.490734,0.03676,0.214113,,,,,,
300,2.5,0.111365,-0.542915,-0.070563,-0.829374,-0.099901,0.052837,0.13366,0.000097,-0.000247,0.052849,0.000198,0.987677,-0.299216,0.052757,0.000557,0.963783,-0.000239,0.052907,0.400225,0.975748,-0.000232,0.052849,0.000241,-0.299297,0.052757,0.00047,-0.000175,0.052907,0.400268,-0.490638,0.036696,0.213221,,,,,,
301,2.508333,0.111353,-0.542907,-0.070571,-0.829381,-0.099895,0.05284,0.133662,0.000094,-0.000239,0.052855,0.000202,0.988306,-0.299208,0.052763,0.000555,0.965761,-0.000238,0.052901,0.400228,0.975346,-0.00023,0.052855,0.00025,-0.299284,0.052763,0.000466,-0.000172,0.052901,0.400268,-0.490555,0.036662,0.212458,,,,,,
302,2.516667,0.111354,-0.542906,-0.070552,-0.829383,-0.099896,0.052842,0.133663,0.000089,-0.000239,0.052852,0.000204,0.989647,-0.299207,0.052768,0.000554,0.96677,-0.000241,0.052906,0.40023,0.976669,-0.000231,0.052852,0.000247,-0.29928,0.052768,0.000468,-0.000177,0.052906,0.400272,-0.49049,0.03659,0.211662,,,,,,
303,2.525,0.111339,-0.542909,-0.070535,-0.829385,-0.099892,0.052844,0.13366,0.000086,-0.000235,0.05285,0.000201,0.990787,-0.299204,0.052781,0.000552,0.968316,-0.000237,0.052902,0.400227,0.976739,-0.000233,0.05285,0.000246,-0.299272,0.052781,0.000465,-0.000172,0.052902,0.400269,-0.490381,0.036589,0.210872,,,,,,
304,2.533333,0.111331,-0.54291,-0.070524,-0.829386,-0.099891,0.052851,0.133664,0.000081,-0.000234,0.052854,0.000205,0.991655,-0.299202,0.052793,0.000556,0.96978,-0.000236,0.052906,0.400231,0.977686,-0.000233,0.052854,0.000247,-0.299267,0.052793,0.000471,-0.000173,0.052906,0.400272,-0.490298,0.036521,0.210164,,,,,,
