,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,Marker1,Marker1,Marker1,Marker1,Marker2,Marker2,Marker2,Marker2,Marker3,Marker3,Marker3,Marker3,RigidBody 1:Marker1,RigidBody 1:Marker1,RigidBody 1:Marker1,RigidBody 1:Marker2,RigidBody 1:Marker2,RigidBody 1:Marker2,RigidBody 1:Marker3,RigidBody 1:Marker3,RigidBody 1:Marker3,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000
,,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E35731,8392B20CF49E3573100000001,8392B20CF49E3573100000001,8392B20CF49E3573100000001,8392B20CF49E3573100000002,8392B20CF49E3573100000002,8392B20CF49E3573100000002,8392B20CF49E3573100000003,8392B20CF49E3573100000003,8392B20CF49E3573100000003,8392B20CF49E3571D13E00000000,8392B20CF49E3571D13E00000000,8392B20CF49E3571D13E00000000
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
31,0.258333,0.256664,-0.503692,-0.149391,-0.811234,-0.100037,0.053373,0.134074,0.00032,0.000224,0.053616,0.00027,0.948591,-0.300506,0.053518,0.000991,0.919679,0.000172,0.052987,0.400962,0.891464,0.000255,0.053616,0.000322,-0.300382,0.053518,0.001197,0.000012,0.052987,0.400694,-0.393046,0.031527,0.336262
32,0.266667,0.256646,-0.503696,-0.149369,-0.811241,-0.100029,0.053377,0.134074,0.000329,0.000233,0.053615,0.000271,0.946144,-0.300498,0.053534,0.000989,0.916751,0.000178,0.052982,0.400962,0.890454,0.000255,0.053614,0.000323,-0.300365,0.053534,0.001195,0.000018,0.052982,0.400693,-0.393076,0.031528,0.336215
33,0.275,0.256629,-0.503709,-0.149361,-0.81124,-0.100027,0.053394,0.134083,0.00034,0.000232,0.05363,0.000278,0.944668,-0.300499,0.053561,0.001003,0.912448,0.000186,0.052992,0.400969,0.887835,0.000251,0.05363,0.000325,-0.300356,0.053561,0.001219,0.000018,0.052992,0.400696,-0.393082,0.031518,0.336205
34,0.283333,0.25664,-0.503708,-0.149334,-0.811242,-0.100031,0.053381,0.134076,0.000334,0.00023,0.053607,0.000273,0.946389,-0.300501,0.053548,0.000992,0.913495,0.000176,0.052986,0.400964,0.889441,0.000252,0.053607,0.000315,-0.30036,0.053548,0.001209,0.000008,0.052987,0.400695,-0.393099,0.031521,0.336196
35,0.291667,0.25663,-0.503683,-0.149383,-0.811252,-0.100026,0.053391,0.13408,0.000345,0.000239,0.053636,0.000279,0.943558,-0.300492,0.053553,0.000991,0.912884,0.000176,0.052983,0.40097,0.885067,0.000262,0.053636,0.000334,-0.300354,0.053552,0.001207,0.000007,0.052984,0.400688,-0.39307,0.031512,0.336198
36,0.3,0.256619,-0.503702,-0.149361,-0.811247,-0.100028,0.053393,0.134079,0.000345,0.000232,0.053631,0.000275,0.943256,-0.300498,0.053565,0.000996,0.912344,0.000181,0.052984,0.400966,0.885604,0.000253,0.053631,0.000329,-0.300357,0.053565,0.001211,0.000013,0.052984,0.400686,-0.393064,0.03153,0.33619
37,0.308333,0.256617,-0.503721,-0.149332,-0.811242,-0.100029,0.053383,0.134078,0.000338,0.000228,0.05361,0.000272,0.947052,-0.300502,0.053561,0.000999,0.911953,0.000186,0.052976,0.400963,0.887712,0.000256,0.05361,0.000309,-0.30036,0.053561,0.001226,0.00001,0.052977,0.400691,-0.393043,0.031549,0.336179
38,0.316667,0.256628,-0.503699,-0.149366,-0.811246,-0.100029,0.053392,0.134079,0.000338,0.000233,0.05363,0.000276,0.944553,-0.300498,0.053558,0.000995,0.913886,0.000179,0.052987,0.400967,0.887951,0.000253,0.05363,0.000328,-0.300359,0.053558,0.001207,0.000015,0.052987,0.400693,-0.393024,0.031594,0.336187
39,0.325,0.256658,-0.503689,-0.149418,-0.811232,-0.100034,0.053371,0.134068,0.000322,0.000225,0.053622,0.000263,0.947354,-0.300506,0.053513,0.000987,0.919679,0.000178,0.052979,0.400954,0.891479,0.000252,0.053622,0.000319,-0.300381,0.053512,0.001189,0.000021,0.052979,0.400687,-0.393036,0.031561,0.336166
40,0.333333,0.256603,-0.503695,-0.149362,-0.811256,-0.100027,0.053386,0.13408,0.000334,0.000236,0.053628,0.000278,0.946479,-0.300495,0.053565,0.000994,0.914743,0.000178,0.052967,0.400969,0.888148,0.000263,0.053627,0.000325,-0.30036,0.053565,0.001211,0.00001,0.052967,0.400696,-0.393021,0.03154,0.336158
